State,Year,Quarter,District,District_Count,District_Amount
arunachal-pradesh,2019,1,papum pare district,70941,188556716.3567257
arunachal-pradesh,2019,1,kurung kumey district,740,2076644.1215012982
arunachal-pradesh,2019,1,anjaw district,2116,4643030.795590812
arunachal-pradesh,2019,1,siang district,1282,2552682.037255951
arunachal-pradesh,2019,1,lower siang district,3565,6923301.927893572
arunachal-pradesh,2019,1,kra daadi district,1070,3797175.4842446605
arunachal-pradesh,2019,1,changlang district,17589,40239141.669717625
arunachal-pradesh,2019,1,pakke kessang district,545,1682922.8373646357
arunachal-pradesh,2019,1,dibang valley district,102,301591.38639926765
arunachal-pradesh,2019,1,west kameng district,34289,101333633.67604163
arunachal-pradesh,2019,1,shi yomi district,19,212989.63045272
arunachal-pradesh,2019,1,east siang district,15621,39284373.05409969
arunachal-pradesh,2019,1,upper subansiri district,3880,14105451.853243299
arunachal-pradesh,2019,1,east kameng district,2688,9107597.731491327
arunachal-pradesh,2019,1,lohit district,15896,42834776.778045304
arunachal-pradesh,2019,1,lepa rada district,1523,4054526.308789035
arunachal-pradesh,2019,1,tawang district,13102,39489779.13784294
arunachal-pradesh,2019,1,namsai district,8600,20065516.616355177
arunachal-pradesh,2019,2,lower dibang valley district,5819,13737167.7479776
arunachal-pradesh,2019,2,lower subansiri district,5579,14746949.652010633
arunachal-pradesh,2019,2,longding district,6744,23464027.892812617
arunachal-pradesh,2019,2,west siang district,8041,24549832.977181494
arunachal-pradesh,2019,2,kamle district,414,1136776.6962042823
arunachal-pradesh,2019,2,upper siang district,1079,3993676.3296563537
arunachal-pradesh,2019,2,tirap district,6868,18633793.43372325
arunachal-pradesh,2019,2,papum pare district,86433,246640891.34861866
arunachal-pradesh,2019,2,kurung kumey district,1427,4036511.9338615797
arunachal-pradesh,2019,2,anjaw district,2473,5220589.920801567
arunachal-pradesh,2019,2,siang district,1654,5373179.351887872
arunachal-pradesh,2019,2,lower siang district,3791,7075961.239041175
arunachal-pradesh,2019,2,kra daadi district,1447,4315353.218765283
arunachal-pradesh,2019,2,changlang district,18631,48891048.26477764
arunachal-pradesh,2019,2,pakke kessang district,687,1750138.0587616218
arunachal-pradesh,2019,2,dibang valley district,98,214966.6162180208
arunachal-pradesh,2019,2,west kameng district,37430,122521180.75595039
arunachal-pradesh,2019,2,shi yomi district,13,65209.39364354455
arunachal-pradesh,2019,2,east siang district,16494,46549881.23941852
arunachal-pradesh,2019,2,upper subansiri district,4827,18395806.566284098
arunachal-pradesh,2019,2,east kameng district,2309,8996397.735290494
arunachal-pradesh,2019,2,lohit district,18693,48893746.831022196
arunachal-pradesh,2019,2,lepa rada district,2108,5045595.906781289
arunachal-pradesh,2019,2,tawang district,15960,55915834.5871187
arunachal-pradesh,2019,2,namsai district,9637,22491356.65721929
arunachal-pradesh,2019,3,lower dibang valley district,8405,15177864.63915902
arunachal-pradesh,2019,3,lower subansiri district,8828,21059967.49943525
arunachal-pradesh,2019,3,longding district,10269,26620415.01923828
arunachal-pradesh,2019,3,west siang district,11889,30014806.816802975
arunachal-pradesh,2019,3,kamle district,677,968784.5134103607
arunachal-pradesh,2019,3,upper siang district,1419,3927440.4417752204
arunachal-pradesh,2019,3,tirap district,11249,21737827.19336869
arunachal-pradesh,2019,3,papum pare district,117940,301518075.7016427
arunachal-pradesh,2019,3,kurung kumey district,1579,3674797.099413435
arunachal-pradesh,2019,3,anjaw district,4230,9665384.074972186
arunachal-pradesh,2019,3,siang district,2640,6888800.898705382
arunachal-pradesh,2019,3,lower siang district,5348,9507511.569068512
arunachal-pradesh,2019,3,kra daadi district,2187,5520848.186492377
arunachal-pradesh,2019,3,changlang district,29218,58354823.443366826
arunachal-pradesh,2019,3,pakke kessang district,977,2145842.2925678995
arunachal-pradesh,2019,3,dibang valley district,202,675909.9962923382
arunachal-pradesh,2019,3,west kameng district,53939,147186019.8759076
arunachal-pradesh,2019,3,shi yomi district,27,30367.754712275342
arunachal-pradesh,2019,3,east siang district,22611,58040119.9573143
arunachal-pradesh,2019,3,upper subansiri district,7803,22099628.49449406
arunachal-pradesh,2019,3,east kameng district,3814,10631335.871797245
arunachal-pradesh,2019,3,lohit district,24505,54539458.21434432
arunachal-pradesh,2019,3,lepa rada district,2928,4930337.942058578
arunachal-pradesh,2019,3,tawang district,24097,72221026.28393415
arunachal-pradesh,2019,3,namsai district,13453,25507641.015596062
arunachal-pradesh,2019,4,lower dibang valley district,10376,21103089.24170351
arunachal-pradesh,2019,4,lower subansiri district,11806,29634357.486805215
arunachal-pradesh,2019,4,longding district,11018,29245021.393976457
arunachal-pradesh,2019,4,west siang district,14581,39460255.46641725
arunachal-pradesh,2019,4,kamle district,999,1620922.3277442688
arunachal-pradesh,2019,4,upper siang district,4165,12739585.638734035
arunachal-pradesh,2019,4,tirap district,16459,38467790.7269052
arunachal-pradesh,2019,4,papum pare district,143272,378838002.3434037
arunachal-pradesh,2019,4,kurung kumey district,1343,4526789.748638094
arunachal-pradesh,2019,4,anjaw district,5417,11887950.534618177
arunachal-pradesh,2019,4,siang district,4756,8833695.424992222
arunachal-pradesh,2019,4,lower siang district,6628,11985865.259161524
arunachal-pradesh,2019,4,kra daadi district,2830,7804936.327522229
arunachal-pradesh,2019,4,changlang district,33963,71874990.9639822
arunachal-pradesh,2019,4,pakke kessang district,1194,2287739.0120923957
arunachal-pradesh,2019,4,dibang valley district,267,1240493.0270471391
arunachal-pradesh,2019,4,west kameng district,66740,198205637.50055438
arunachal-pradesh,2019,4,shi yomi district,232,170772.72677991798
arunachal-pradesh,2019,4,east siang district,26605,72075285.44344108
arunachal-pradesh,2019,4,upper subansiri district,9285,28319761.873849634
arunachal-pradesh,2019,4,east kameng district,5646,19408662.74847077
arunachal-pradesh,2019,4,lohit district,29281,67502324.59236205
arunachal-pradesh,2019,4,lepa rada district,4245,8888753.875914622
arunachal-pradesh,2019,4,tawang district,30077,91949243.6071119
arunachal-pradesh,2019,4,namsai district,18290,32501252.235055383
arunachal-pradesh,2020,1,lower dibang valley district,14400,29552510.9414332
arunachal-pradesh,2020,1,lower subansiri district,15770,34273250.7179902
arunachal-pradesh,2020,1,longding district,13240,35267439.983279385
arunachal-pradesh,2020,1,west siang district,19728,47929440.73153875
arunachal-pradesh,2020,1,kamle district,1434,3418975.8263023924
arunachal-pradesh,2020,1,upper siang district,7055,17820679.64619372
arunachal-pradesh,2020,1,tirap district,18369,40877851.79372531
arunachal-pradesh,2020,1,papum pare district,180373,457430754.1595316
arunachal-pradesh,2020,1,kurung kumey district,2294,5942677.061635139
arunachal-pradesh,2020,1,anjaw district,5025,12808735.858744403
arunachal-pradesh,2020,1,siang district,5136,11962344.13711079
arunachal-pradesh,2020,1,lower siang district,8047,15520255.403975137
arunachal-pradesh,2020,1,kra daadi district,3407,10045462.795181293
arunachal-pradesh,2020,1,changlang district,43858,93461363.58699805
arunachal-pradesh,2020,1,pakke kessang district,2044,3425821.315796173
arunachal-pradesh,2020,1,dibang valley district,397,878784.5955219769
arunachal-pradesh,2020,1,west kameng district,75363,198712422.2374845
arunachal-pradesh,2020,1,shi yomi district,117,566189.9936512378
arunachal-pradesh,2020,1,east siang district,33743,82011539.42531273
arunachal-pradesh,2020,1,upper subansiri district,12313,33686711.81345673
arunachal-pradesh,2020,1,east kameng district,7379,20456070.89377439
arunachal-pradesh,2020,1,lohit district,36985,83701268.27182505
arunachal-pradesh,2020,1,lepa rada district,5721,11137993.767266009
arunachal-pradesh,2020,1,tawang district,31865,84425193.41571434
arunachal-pradesh,2020,1,namsai district,23112,46444942.9567038
arunachal-pradesh,2020,2,lower dibang valley district,26234,42360072.526896134
arunachal-pradesh,2020,2,lower subansiri district,25703,46133123.517396785
arunachal-pradesh,2020,2,longding district,20664,54678022.50234371
arunachal-pradesh,2020,2,west siang district,32777,72790231.05472675
arunachal-pradesh,2020,2,kamle district,2397,4126243.0778709752
arunachal-pradesh,2020,2,upper siang district,10899,28048492.10512026
arunachal-pradesh,2020,2,tirap district,28830,63497030.840810165
arunachal-pradesh,2020,2,papum pare district,221728,535085907.34048563
arunachal-pradesh,2020,2,kurung kumey district,3847,11359743.457053192
arunachal-pradesh,2020,2,anjaw district,7617,18795023.531477228
arunachal-pradesh,2020,2,siang district,9827,18585670.46796793
arunachal-pradesh,2020,2,lower siang district,13321,23571085.32253689
arunachal-pradesh,2020,2,kra daadi district,5264,15730996.227462547
arunachal-pradesh,2020,2,changlang district,69279,128572447.99797386
arunachal-pradesh,2020,2,pakke kessang district,3558,4635272.064395212
arunachal-pradesh,2020,2,dibang valley district,966,2559724.8369189673
arunachal-pradesh,2020,2,west kameng district,95421,251395972.22505817
arunachal-pradesh,2020,2,shi yomi district,302,1222863.4358782358
arunachal-pradesh,2020,2,east siang district,55680,112693868.8099896
arunachal-pradesh,2020,2,upper subansiri district,18056,43140688.970285244
arunachal-pradesh,2020,2,east kameng district,11791,40506284.272980645
arunachal-pradesh,2020,2,lohit district,56541,114730675.47714493
arunachal-pradesh,2020,2,lepa rada district,8601,16064862.366431037
arunachal-pradesh,2020,2,tawang district,44499,121561732.24171817
arunachal-pradesh,2020,2,namsai district,34972,54870798.31404532
arunachal-pradesh,2020,3,lower dibang valley district,27655,63469161.328603886
arunachal-pradesh,2020,3,lower subansiri district,26596,59707234.22223007
arunachal-pradesh,2020,3,longding district,21445,63273209.984560445
arunachal-pradesh,2020,3,west siang district,34295,92449732.96070345
arunachal-pradesh,2020,3,kamle district,2618,5300885.9328534985
arunachal-pradesh,2020,3,upper siang district,12707,40210852.98915006
arunachal-pradesh,2020,3,tirap district,30046,81539831.5295825
arunachal-pradesh,2020,3,papum pare district,298350,859373863.7202578
arunachal-pradesh,2020,3,kurung kumey district,4391,13864822.733226534
arunachal-pradesh,2020,3,anjaw district,9751,31524690.460289024
arunachal-pradesh,2020,3,siang district,10489,21236201.531454768
arunachal-pradesh,2020,3,lower siang district,12456,28754627.349573277
arunachal-pradesh,2020,3,kra daadi district,5676,16181045.612635879
arunachal-pradesh,2020,3,changlang district,73842,159158438.92541084
arunachal-pradesh,2020,3,pakke kessang district,3469,6301715.335375749
arunachal-pradesh,2020,3,dibang valley district,899,3061207.2925078664
arunachal-pradesh,2020,3,west kameng district,111029,332812237.8096209
arunachal-pradesh,2020,3,shi yomi district,521,3410288.130911609
arunachal-pradesh,2020,3,east siang district,69710,176323789.94437826
arunachal-pradesh,2020,3,upper subansiri district,24387,70811197.57521853
arunachal-pradesh,2020,3,east kameng district,13421,43881134.37096395
arunachal-pradesh,2020,3,lohit district,65889,156523653.1864311
arunachal-pradesh,2020,3,lepa rada district,10150,22146313.373236045
arunachal-pradesh,2020,3,tawang district,56016,182137862.72423625
arunachal-pradesh,2020,3,namsai district,37019,76484566.53480485
arunachal-pradesh,2020,4,lower dibang valley district,33455,81929299.56817816
arunachal-pradesh,2020,4,lower subansiri district,31411,97681186.89595497
arunachal-pradesh,2020,4,longding district,26089,74890543.91561158
arunachal-pradesh,2020,4,west siang district,45207,125118193.0493962
arunachal-pradesh,2020,4,kamle district,3611,10000596.409396999
arunachal-pradesh,2020,4,upper siang district,19943,78146755.88828371
arunachal-pradesh,2020,4,tirap district,36124,104709589.6601958
arunachal-pradesh,2020,4,papum pare district,390528,1205917753.7046227
arunachal-pradesh,2020,4,kurung kumey district,4581,17134470.4444281
arunachal-pradesh,2020,4,anjaw district,17228,49318880.51759694
arunachal-pradesh,2020,4,siang district,12962,32619173.238261122
arunachal-pradesh,2020,4,lower siang district,14782,33891568.64514145
arunachal-pradesh,2020,4,kra daadi district,7619,30458774.811469436
arunachal-pradesh,2020,4,changlang district,84852,204367875.07299304
arunachal-pradesh,2020,4,pakke kessang district,3064,7503555.503947843
arunachal-pradesh,2020,4,dibang valley district,1705,6749773.196253154
arunachal-pradesh,2020,4,west kameng district,129575,390436113.7366377
arunachal-pradesh,2020,4,shi yomi district,1103,6627025.636333689
arunachal-pradesh,2020,4,east siang district,88632,250515095.18896666
arunachal-pradesh,2020,4,upper subansiri district,31426,109405900.7987589
arunachal-pradesh,2020,4,east kameng district,16340,64104581.33887266
arunachal-pradesh,2020,4,lohit district,80530,196997836.79933694
arunachal-pradesh,2020,4,lepa rada district,14338,39340491.723573
arunachal-pradesh,2020,4,tawang district,67262,240482254.58453605
arunachal-pradesh,2020,4,namsai district,46762,111916731.51687588
arunachal-pradesh,2021,1,lower dibang valley district,32427,90709108.52350861
arunachal-pradesh,2021,1,lower subansiri district,29916,106591162.96103427
arunachal-pradesh,2021,1,longding district,23962,75573420.97022958
arunachal-pradesh,2021,1,west siang district,42575,138700637.29161483
arunachal-pradesh,2021,1,kamle district,3092,11023767.702559106
arunachal-pradesh,2021,1,upper siang district,21312,73026286.55263102
arunachal-pradesh,2021,1,tirap district,32043,110593517.1462319
arunachal-pradesh,2021,1,papum pare district,419891,1388723426.7156572
arunachal-pradesh,2021,1,kurung kumey district,4962,22483754.80073421
arunachal-pradesh,2021,1,anjaw district,12823,38844865.55268997
arunachal-pradesh,2021,1,siang district,13679,42644184.41156319
arunachal-pradesh,2021,1,lower siang district,13231,37929392.80129131
arunachal-pradesh,2021,1,kra daadi district,6393,24326518.988243874
arunachal-pradesh,2021,1,changlang district,78849,220167765.51868472
arunachal-pradesh,2021,1,pakke kessang district,3563,8146941.7919960935
arunachal-pradesh,2021,1,dibang valley district,1930,7949867.973505622
arunachal-pradesh,2021,1,west kameng district,120906,384735272.8434415
arunachal-pradesh,2021,1,shi yomi district,1251,6905518.17317189
arunachal-pradesh,2021,1,east siang district,82357,253988360.79783517
arunachal-pradesh,2021,1,upper subansiri district,28053,116973014.48753676
arunachal-pradesh,2021,1,east kameng district,16281,77915774.21328105
arunachal-pradesh,2021,1,lohit district,72380,198534806.934188
